,sentiment,content
36081,neutral,@MindandBodyYoga one of my favorite quotes ever
36084,neutral,@JoJoWright 4X4s are the shizz
36086,neutral,@abbyjanky whooop! you got me on twitter!!  dang our line of communication keeps growing!
36089,neutral,@error505 - call her.  She will be surprised.
36090,neutral,skyping with katie  &amp; Allison yeah boy katies mom mooned us
36092,neutral,going to sleep now! Goodnight twitter!
36093,neutral,So treat your Mom's like Queen's cuz they are
36102,neutral,@Jeremyscott002 Above Garden of the Gods in C Springs. My parents work for the Division of Wildlife so we get to go on private land
36107,neutral,had a nice time with juno  http://plurk.com/p/sv71z
36116,neutral,"@malibudude Hey Dude, how ya going?"
36122,neutral,@paulbay1028  Mornin'.
36125,neutral,"@SabrinaDee paint it, like what u did with ur hair"
36131,neutral,@aminorjourney - We owe you a LOT.
36132,neutral,@vimoh that was funny n almost right
36144,neutral,Good Morning  Plan for the day: Church followed by F1 &amp; lunch at mum &amp; dads. Then DM discussions of Star Trek!
36145,neutral,Send me your Blog's RSS feeds I have a site that will republish and send traffic to your site...
36149,neutral,watching the movie 1984 for my book report  im lazy to read
36154,neutral,"@AudritaApplebum I'm 3 days late, but happy birthday  Hahahaha"
36170,neutral,"@Skiingfreak77 and by the way it's short stack, not sway sway  sway sway baby is a song of theirs"
36171,neutral,@yeawatev Lame remarks like &quot;I wonder if they like blondes in NZ&quot;.  Umm...only if you have to ask.
36172,neutral,"@Scared_soul No idea!  Probably. Actually, yeah, I know there's at least one Zelenka. I looked for him XD"
36176,neutral,forcing myself to watch the movie 1984 for my book report  im lazy to read
36177,neutral,@marktesch isn't that a local dish? borrow
36179,neutral,@JMIKE3 U no that little prob with ur twitter that happen @ that old pep resteraunt! mayb this will help u fix it
36184,neutral,HAPPY MOTHER DAY JANEY! EVEN THOUGH IDK IF YOUR A MOMMY!
36185,neutral,@bloggerdad I'll use that for my next defense.
36192,neutral,waiting to be picked up. We're off to aston this morning
36196,neutral,"It's my wall, and I like saying I banned Zac Efron  lol sonny"
36198,neutral,is watching 1000 places to see before you die
36202,neutral,"@mobiusrecords yeah, ok, that'll probably happen too."
36203,neutral,@Sexyjoy386 What are u going to do today my girl?
36204,neutral,@thaidn exactly  Prime Minister doesn't need take care this issue
36207,neutral,@shadowsinstone G'night!
36215,neutral,monday at the school  gosshhh what I've been waiting for
36219,neutral,and again http://twitpic.com/4wp8l
36222,neutral,paathra ....khandvi....kamanee    ...watte sunday mrng
36227,neutral,what you doing?
36228,neutral,So its Superstar Sunday? @pradeepto is one superstar I know   #sunday
36230,neutral,@drhorrible http://twitpic.com/4w8ja - damn Felicia is freakin cute
36231,neutral,fellow twitterers. if anyone one has a leather jacket for the size of a fat person (aka me) please let me borrow it.
36235,neutral,horseback riding
36237,neutral,"good moring  gonna take a shower, fix my hair and then Im going out ."
36242,neutral,@Taylorgotbeats lol -catch me if u can
36244,neutral,Planing on going on a little ride on the mtb on monday  may be in over to the tower...
36245,neutral,@Lil_Shawn when do you go back home? Want to see ya B4 u leave Homie
36246,neutral,http://www.twitpic.com/4wp26  i made a cake for my mom  she loved it ? yay
36248,neutral,backe backe... MUFFINS!!!
36249,neutral,@Mira_Brody What is BF ? Is it a glue ?
36252,neutral,@mithilacowan hey uh til? Is this u? lol I'm a bit lost here. but it would be cool if we could update from our phones u know?
36253,neutral,@Mayor_of_Twtr Beautiful!
36264,neutral,just got home from the sunshine coast
36265,neutral,Goodnight!  Happy Mothers Day!
36273,neutral,@ChrystinaGrace Chrystina Grace Timberlake has a ring to it!
36283,neutral,Hello World
36285,neutral,"@kevinpollak Penguins win in OT, probably why you were busy.  One more game to win."
36289,neutral,@poeboyandy actually workin from home tonight...  you?
36291,neutral,@TwiztidRose I'm digging your twitter picture
36295,neutral,@kat15lee Yups!  I still have a lot of pruning of unfollowers to do. It takes  time
36298,neutral,"family matters, followed by roseanne"
36304,neutral,Ppl dont miss out on me on this Follow Superstar Sunday
36306,neutral,Totaly smell like camp fire now lol its gross to feel the dirtiness but the smell seem to just relax me  i wonder why:S
36307,neutral,@awalliewall my *mom*(not aunt haha) and uncle were both adopted with very diff adoptive stories. if you want to chat sometime lmk
36308,neutral,"@LYNETTE21XL when u go, LMK. Let's go together"
36312,neutral,tweeterizing from a mobile
36314,neutral,@Archeia_Nessiah Yeah I will  In fifteen minutes or so.
36318,neutral,@Shouq take a nap bedalii
36326,neutral,"@talesfromthepit Loved your blog from the MusiCares event, good work"
36328,neutral,@jaked76 HAHA! 'dont-a tap your last season prada shoes at ME honey&quot;
36329,neutral,@richardepryor you can use my alotment
36331,neutral,just started twittering
36335,neutral,"@LCFLORIDA @JPMizDELiCiOUS Lets change this S0ulja B0y te|| em trending topic to, &quot;Soulja  Girl Told em&quot;"
36336,neutral,"@jimmymarsh617 Just wanted to let you know, that I just heard &quot; I Don't Give a F&amp;@k&quot; on the @RetroRewind online radio program..."
36338,neutral,Mother's Day Wishes from google... Pretty &amp; beautiful flowers on google logo  http://www.google.co.in/
36351,neutral,happy mother's day! everyone have a great day and make sure you go see ya mommas
36358,neutral,i had walkathon this morning.  and i'm among the first who arrived at the finishing line!
36366,neutral,Watchin Hannah Montana  Hoedown Throwdown
36369,neutral,"@kerri_louise Sweet.  My mum wanted to go see that. Then she didn't but I did :L IN the end, we never went to see it. :/ The film is great"
36370,neutral,oooh harlow is so sweet
36371,neutral,"@ppchen hehe, yes i did change my name. like it?"
36372,neutral,@keithflaherty  yes my dear    V
36374,neutral,@vectisdebs no plans are the way forth
36378,neutral,@Caroljs Nice  I've never been to Spalding but one year I will make it to the flower show.  Is Springfields a good shopping centre?
36384,neutral,@Karen523 it's ok lol  I think we might do the same dates.
36388,neutral,@TheFurKing @robertd_16 @TwiceR TY AS WELL
36391,neutral,@darealTinaT thank u
36396,neutral,@Lesley_M make sure you watch in HD
36406,neutral,"Hey Girlie, How are you doing?  @ThaMissus"
36409,neutral,thanx @MsLaurenLondon
36414,neutral,"@MadisonMitchell I'd help you if I weren't poorer than you lol! I'm mexican living in .mx, which automatically makes me 13 times poorer"
36417,neutral,@pcsketch I'm considering buying one of these. Hence the 'Monk&quot; look   http://bit.ly/9VbzG
36422,neutral,@Orcon DMed you.
36423,neutral,@Whipoorwill You must like my song.
36424,neutral,@SweetAmes - That Jasper clip is my first &quot;favorite&quot; Twitter message.
36427,neutral,"@giladby In rural #thailand, 2630 is considered posh"
36429,neutral,@Tinkersdamn ah yours is better! enjoy
36431,neutral,@pennydog nope! especially as you have just got them and they're still settling
36445,neutral,"@Diond408 ooooo I was/am using the iPhone version, I just use the web and sometimes twidget on my mac"
36446,neutral,@djenemyofnts @NemoIsBack @JPMizDELiCiOUS Goodnite sexy twiggas
36451,neutral,good morning to everyone
36456,neutral,had a great day...and now I'm off to bed. tomorrow I'm back in sd
36458,neutral,if u missed #disney pirates skit on SNL http://bit.ly/p1p6F
36464,neutral,"@nkotbgadget Follow me please, so I can DM you..."
36466,neutral,Yay finished my journal. Gonna go sleep now. Church tomorrow. Yay!  don't forget it's MOTHERS DAY!
36470,neutral,happy mothers day... *i love you mom...*
36472,neutral,"@lotusheartbreak Yeah, I'll probably 'stop' when ALL of my stories are completely finished. That won't be for a while though. Wide awake."
36477,neutral,@kendraamichelle  hi kendra whats up? follow me
36478,neutral,"@KateEdwards yay, you get to ride on the tow truck. How cool is that?"
36486,neutral,"HOME!!!  from my relatives. my sissy, @jennyisms, posted pics of her and our cupie cousin Audrey.  ???"
36494,neutral,Be beautiful        http://www.theskinsociety.com
36499,neutral,@rgoodchild I think that normally we are drawn to people familiar or similar to us. The cougar thing is for some quick fun.
36501,neutral,"@juliankimmings Never touched a drop, me!"
36507,neutral,@wrecktify LOL ok we gotta get the folks from Microsoft and live360 in WA to hire me.
36512,neutral,@solangeknowles www.youtube.com/watch?v=9FtuV3xMrN0
36513,neutral,Beer pong! yee
36519,neutral,@shuttler oooh that's clever. I bow to your economic wisdom sensei
36523,neutral,fuck maaaaannnn.. its holidayzzzzz...
36530,neutral,Going to bed after a great night with a friend  glad to know she has the same feelings about classes as someone else
36534,neutral,http://twitpic.com/4wppe - we are one hott couple  eventho this was a few yrs ago but we still r
36537,neutral,http://twitpic.com/4wppg - Oh yeah  Bring on Morning tea tomorrow.
36540,neutral,@keitaeden Sent u a few DM's..Hollaback
36545,neutral,@ohaiijess that's odd as it's on my lap  maybe that's your cat O: s:
36546,neutral,"Browsing digital art tutorials (like those found at Henning's site: http://bit.ly/WJg5A ), refreshing my knowledge... and then my skills?"
36547,neutral,A movie's worst fate used to be &quot;Straight to DVD&quot;. Now it is &quot;Straight to DivX&quot; or &quot;Straight to Internet&quot;
36549,neutral,just relax
36559,neutral,green computing http://bit.ly/8gb8R
36562,neutral,"@megspptc @BJoie Yeah, what Megs said...when the After Block Party is ovah"
36563,neutral,@4boys4now denial can be very powerful
36564,neutral,mozert requiem tonight
36566,neutral,"simple recipe for creamy spaghetti with bacon, corn, mushrooms and peppers  http://bit.ly/KtfBR"
36571,neutral,Update 100
36573,neutral,"@ddlovato http://twitpic.com/4vtlm - awww, she is really cute"
36575,neutral,Just got on twitter
36579,neutral,Nearly grand prix time
36582,neutral,@escurel jessiebear  i need to think of more names to call you..
36590,neutral,At branding iron with drea! White boubous and cowgirls can get down! Haha crunk! For the next couple hours! Haha fun times!
36592,neutral,Cock Please
36596,neutral,@rhettmatic happy birthday!!
36600,neutral,@BruNYC okay dokay... coming up
36601,neutral,I hit up that special and ordered a sound bar from woot.com.
36603,neutral,Goodnight
36604,neutral,@Jonasbrothers see you..... 08.08.09
36606,neutral,heading of to spin
36610,neutral,"@Lesley_M Awww, our Mother's day has been and gone :o(.  No work today, off out witht he camera in a little while, hopefully"
36613,neutral,Tomorrow i mean anna
36614,neutral,"@gabysslave haha no chance, I tweet rubbish back!"
36620,neutral,@outlawontheedge If I may suggest: http://tr.im/kXkw
36625,neutral,"@Captain_Phatass hopefully you're up before 8, as meeting is at 8"
36629,neutral,@ilhongy would get u some if u were here
36634,neutral,@asencil So stinkin' adorable!  I want to come check out the studio
36635,neutral,Got a new lyric book!
36638,neutral,@maryk3lly  i didnt watch star trek yet.... i thought that i will watch it last night ... but i didnt... =( ... i will watch it today...
36640,neutral,@thisisryanross pictures ross.
36641,neutral,most of da time on gtalk ! pls make my follow count 600
36646,neutral,"Downloaded EeeControl for my Eee PC today. Was playing with the settings to make the fan kick in at 1500RPM if above 55C, 0RPM if under.."
36648,neutral,@Werecat1 good to know   thanks
36652,neutral,@computermuseum http://twitpic.com/4wptj one of my prized mags/book/annuals dunno if any others were published prolly should google it
36654,neutral,Wishing all MOMs a very Happy Mother's Day!!
36655,neutral,"There mite be a article in the trib bout portia, keep an eye out for it."
36657,neutral,@THe_RuGGeD_MaN hi vishal
36659,neutral,@andcasey sweet! make sure to put some in your bag for me
36660,neutral,I can has cheeseburger
36661,neutral,"@singitback82 no you didn't,  not more then me anyway"
36664,neutral,"@kerri_louise Aw, do you have the McFly calendar?  x"
36665,neutral,felï¿½z dia de madres  | happy mothers day
36666,neutral,is watching life of ryan
36668,neutral,"@Claire_Cordon LOL, you're welcome"
36670,neutral,I think @daveyboyonline sure looked sexy in the hat that belongs to @cesyeuxblues
36672,neutral,going out for dinnerr soon. thai
36679,neutral,"@scorpfromhell The latest season doesnt air on any of the Indian tv channels. So, I kinda download the episodes / view them online"
